oare_id,transliteration,translation
larsen_sent::37::0004,I-dí-Ištar a-ṣé-er iš-ta-/ri-qí-ni <gap> a-na É a-bi₄-im il₅-qé-a-ni-ma ù É ip-lu-uš-ma e*-ta-ba-/at,"As to Iddin-Ištar—not only has he continually robbed me, he took me to the office of the firm, and then he broke into the house and absconded!"
larsen_sent::37::0005,I-dí-Ištar ṣa-áb-ta-/ma 3 ma-na KÙ.BABBAR i-na KÙ.BABBAR-šu ša-áš-qí-la-šu-ma šé-bi₄-lá-nim-ma ù lu-mu-un li-bi₄-a la-ap-tur₄-šu-um,"Seize Iddin-Ištar and have him pay 3 minas of silver out of his own silver, and send him to me so I can release my anger on him!"
larsen_sent::37::0006,TÚG.HI.A ma-la a-na ni-kà-ší-a ta-ta-dí-a-ni ša'-li-ṭá-ma lu KÙ.BABBAR ma-lá na-ad-a-ku-ni šu-up-ra-/nim <gap>,"Take charge of whatever textiles you have deposited on my account, and write to me about how much silver I have been booked for."
larsen_sent::letter37_CCT4_2b::0000,um-ma A-šùr-i-dí-ma a-na A-šur-na-da ù A-šur-ta-ak-la-ku qí-bi-ma 2 GÚ 10 ma-na AN.NA ku-nu-ku 34 TÚG ku-ta-/nu 2 ANŠE.HI.A ṣa-la-mu 0.66666 ma-na KÙ.BABBAR ù 6 ma-na AN.NA a-na qá-ti-šu ki-ma AN.NA ILLAT i-ša-ku-nu a-na KÙ.BABBAR AN.NA li-iš-ku-na-ku-nu-tí sá-ri-dum ig-re-šu ša a-dí Hu-ra-ma ša-bu mi-ma a-nim Šu-li DUMU Puzur₄-A-šur,"From Aššur-idī to Aššur-nādā and Aššur-taklāku: 2 talents 10 minas of tin under seal, 34 kutanu-textiles, 2 black donkeys, 0.66666 mina of silver and 6 minas of tin for his expenses— he must calculate for you the value of the tin in silver using the rate which is established by the enterprise— as for the donkey-driver, his wages have been paid for the stretch until Hurama— with all this Šuli son of Puzur-Aššur"
larsen_sent::letter38_KUG_28::0000,um-ma A-šùr-i-dí-ma a-na A-šùr-na-da ù A-šùr-ta-ak-lá-/ku qí-bi-ma a-na A-šùr-na-da qí-bi₄-ma 0.5 ma-na KÙ.BABBAR ša ik-ri-be-kà ša A-šùr,From Aššur-idī to Aššur-nādā and Aššur-taklāku: to Aššur-nādā: You have sent me 0.5 mina of silver from your votive offerings for divine Aššur.
larsen_sent::letter38_KUG_28::0001,tù-šé-bi₄-lam 4 ku-ta-ni,They are bringing to you 4 kutānu-textiles.
larsen_sent::letter38_KUG_28::0002,na-aš-ú-ni-kum 3 GÍN KÙ.BABBAR a-qá-tí-šu a-dí-in AN.NA ki-ma i-ša-ku-nu-ni li-iš-ku-na-kum,"I gave 3 shekels for his expenses, Let him establish the tin for you at the same rate they use ."
larsen_sent::letter38_KUG_28::0003,Šu-Nu-nu na-aš-a-kum a-na A-šùr-ta-ak-lá-ku qí-bi₄-ma 0.5 ma-na 5 GÍN KÙ.BABBAR ša ik-ri-be-kà ša A-šùr tù-šé-bi₄-/lam,Šu-Nūnu brings it to you. To Aššur-taklāku: <gap> You sent me 0.5 mina 5 shekels of silver from your votive offerings to divine Aššur.
larsen_sent::letter38_KUG_28::0004,ni-is-ha-ṣú ú-sa-he-er-ma <gap> ù ší-ti KÙ.BABBAR <gap><gap>?-in break <gap>-ni-ni <gap>x⁷ za-ki-a-ma <gap> KÙ.BABBAR i-pá-ni-e-ma,I have deducted its [import] duty and <gap> and the rest of the silver <gap> break <gap> Clear it and send the silver to me with the first traveler.
larsen_sent::letter38_KUG_28::0005,a-li-ki-im šu-up-ra-nim a-na A-šùr-ta-ak-lá-ku qí-bi₄-ma šu-ma a-hi a-ta ší-tí lu-qú-tim ša šé-pí-kà za-ki-a-ma šé-bi₄-lá-ma a-dí ša-ah-ra-tí-ni li-ba-al-ki-it-ma KÙ.BABBAR 1 GÍN li-bi-tám lu-qú-tám wa-ar-ki-tám,"To Aššur-taklāku: If you are truly my brother, clear the remainder of the goods transported by you and send it to me, and let it be shipped while you are delayed so every shekel of silver is active for me."
larsen_sent::letter38_KUG_28::0006,ša ú-šé-bi₄-lá-ku-ni aš-pu-ra-kum um-ma a-na-ku-ma KÙ.BABBAR a-na É A-lim^ki a-ša-qal i-hi-id-ma KÙ.BABBAR šé-bi₄-lam,"I wrote you about the later shipment I sent to you, saying: I have to pay the money to the City Hall."
larsen_sent::letter38_KUG_28::0007,<gap>,Take care and send me the silver.
larsen_sent::letter39_CCT3_4::0000,um-ma A-šùr-i-dí-ma a-na A-šùr-na-da ù A-šùr-ta-ak-lá-ku qí-bi-ma <gap> 2 GÚ 10 ma-na AN.NA ku-nu-ku 2 ANŠE.HI.A ṣa-la-mu 30 TÚG ku-ta-nu 4 TÚG: šu-ru-tum ša li-we-tim kà-áb-tù-tum 16* ma-na AN.NA a-qá-tí-šu a-dí-in 1 TÚG ra-qú-/tum 1 TÚG ša Ta-tur₄-a-li-ša 1 TÚG ša DINGIR-šu-GAL mi-ma a-nim LUGAL-IM ub-la-ku-nu-tí,"From Aššur-idī to Aššur-nādā and Aššur-taklāku: <gap> 2 talents 10 minas of tin under seal, 2 black donkeys, 30 kutānu-textiles, 4 black, heavy textiles for the wrapping— I gave 16 minas of tin for his expenses—1 thin textile, 1 textile belonging to Tātur-ališša, 1 textile belonging to Ilšu-rabi—all this Šar-Adad brought to you."
larsen_sent::letter39_CCT3_4::0001,a-na A-šùr-ta-ak-la-ku qí-bi-ma lu-qú-tám a-ni-tám za-ki-ma šu-ma a-hi a-ta i-na iš-tí-in a-li-ki-/im,"To Aššur-taklāku: Clear these goods , and, as you are my brother, send me silver with the very first caravan."
larsen_sent::letter39_CCT3_4::0002,KÙ.BABBAR šé-bi-lam li-bi,Do not make me angry!
larsen_sent::letter39_CCT3_4::0003,lá tù-lá-ma-an i-hi-id me-eh-ra-tim i-ra-mi-/hi-kà šé-bi-lam,Take care to send me the corresponding amount out of your own funds.
larsen_sent::letter39_CCT3_4::0004,26 TÚG ku-ta-nu 1 ANŠE ṣa-la-mu-um 5 ma-na AN.NA i-a-ú-tum mi-ma a-nim Šu-Nu-nu ub-la-ku-nu-tí,"26 kutānu-textiles, 1 black donkey, 5 minas of tin, my personal property, all this Šu-Nūnu brought to you."
larsen_sent::letter39_CCT3_4::0005,2 GÚ 10* ma-na AN.NA ku-nu-ku 35 TÚG ku-ta-nu 2 ANŠE ṣa-la-mu 6 ma-na AN.NA ù 0.66666* ma-na KÙ.BABBAR a-qá-tí-šu mi-ma a-nim i-a-um Ku-ru-ub-Ištar na-aš-a-ku-nu-tí AN.NA ù TÚG.HI.A ma-la i-na É.GAL-lim i-za-ku-a-ni a-na A-šùr-ta-/ak-la-ku dí-in: šu-ma A-šùr-ta-ak-la-ku la-šu a-šar wa-áś-bu šé-bi-il₅-šu*,"2 talents 10 minas of tin under seal, 35 kutānu-textiles, 2 black donkeys, 6 minas of tin plus 0.66666 minas of silver for his expenses—with all this, my personal property, Kurub-Ištar is on his way to you. Give the tin and the textiles, as many as are cleared in the palace, to Aššur-taklāku; If Aššur-taklāku is not there, then send it to him where he is."
larsen_sent::letter39_CCT3_4::0006,lu-qú-tum ma-la iz-ku-a-ni ṭup-pá-am šé-bi-lam,Send me a letter about the goods that are cleared.
larsen_sent::letter39_CCT3_4::0007,a-na A-šùr-ta-ak-la-ku qí-bi-ma i-na Bu-ru-úš/-ha-dim kà-ra-am lá tù-ṣa-áb i-nu-mi té-ru-bu a-lá-an 10 u₄-me la tù-ṣa-áb šú-ha-ra-tim a-tal-/kà-nim a-tal/kà-nim,"To Aššur-taklāku: In Burušhaddum you should not stay in the colony; when you arrive, do not stay more than 10 days. Ask for the girls; clear yourselves and set out to come here personally."
larsen_sent::letter40_TC3_88::0000,um-ma A-šùr-i-dí-ma a-na A-šùr-na-da ù? Ì-lí-a-lim qi-bi₄-ma ? i-na ba-áb ha-ra-ni-kà aq-bi₄-a-kum um-ma a-na-ku-ma ú-za-kà-ma a-šà-pá-ra-kum ú-za-ki-ma a-wa-at DINGIR-lí da-na,"From Aš[šur-idī] to Aššur-nādā and Ilī-ālum: When you were about to leave I said to you: When I have cleared myself of obligations, I shall write to you. I have now cleared myself, and the words of the gods are urgent."
larsen_sent::letter40_TC3_88::0001,a-pu-tum i-na u₄-mì-im ša ṭup-pá-am ta-šà-me-a-ni É-tí 2 GEMÉ.HI-tí-kà ki-lá al-tì-ma ù té-i-tí-in ki-lá-al-lí-tí-ma a-na ší-mi-im dí-na-ma KÙ.BABBAR šé-bi₄-lam⁷ ù,"Please, the very day you hear this letter you must offer for sale the houses, both of your slave-girls and both of the grinding-girls, and then send me the silver!"
larsen_sent::letter40_TC3_88::0002,É-tám ag-ra-ma ta-áš-ba ù šu-ma ša-i-mu-um lá-šu a-tù-nu ší-a ma-a É-tám ag-ra-ma ta-áš-ba,"Then you must rent a house and settle there. Further, should there be no purchaser, you must still leave . Indeed, you must rent a house and settle there!"
larsen_sent::letter40_TC3_88::0003,a-pu-tum a-pu-tum a-na a-wa-at ṭup-pì-im ih-da,"Please, please, pay heed to the words of the letter!"
larsen_sent::letter40_TC3_88::0004,kà-lá-ma dí-na šu-ma la ta-dí-na a-wa-at DINGIR-lí da-na ta-ha-li-qá,Sell everything! If you have not sold —as the words of the gods are urgent—you will perish!
larsen_sent::letter40_TC3_88::0005,lu KÙ.BABBAR 1 ma-na et-qá-ma dí-na-ma tí-i-ir-ta-ku-nu i-pá-ni-ú-tí-ma,Do strive to give me every mina of silver and send word to me as soon as possible.
larsen_sent::letter40_TC3_88::0006,li-li-kam ù šú-ha-rí¹ a-sé-er É {<gap> šu ma}⁷ tù-ru-ud <gap> NINDA lá ma′ <gap> a-na <gap> li-ip-tí-šu nu-ta-ra-kà-ma DUMU Kà-ri-a li-<gap> ša 1 ma-na KÙ.BABBAR iš-qú-lu DINGIR-lí be-el KÙ.BABBAR,"Also, send my servant to the house of <gap> Bread <gap> for <gap> we shall return to you, and Karriyas son who has paid 1 mina of silver. My god is the owner of the silver."
larsen_sent::letter47_TC1_2::0001,ú-šé-bi₄-il₅ um-ma a-na-ku-ma ni-is-ha-/tim ù ša-du-a-/tám ra-dí-a-ma a-na a-bi₄-ni ù ša ki-ma A-lá-hi-im šé-bi₄-lá a-bi₄ a-ta be-li a-ta a-na mì-ma KÙ.BABBAR ù GUŠKIN ša uš-té-bi₄-lá-ku-ni mì-iš-lam₅ AN.NA SIG₅ wa-at-ra-am mì-iš-lam TÚG.HI.A,"I said: Add the import duty and the transport tariff and send it to our father and Alāhums representatives. If you are truly my father and lord, for all the silver and gold I have sent you buy half tin of extraordinary quality and half textiles."
larsen_sent::letter48_TC1_15::0000,a-na A-šúr-i-dí qí-bi-ma um-ma A-šúr-na-da-ma a-na šu-mì ni-kà-sí-a / a-dí iš-ri-šu ta*-aq*-bi₄-a-am um-ma a-ta-ma i-na KÙ.BABBAR-pì-a šu-qú-ul ù i-na ša-am-ší ú-ṣí-a-ni um-ma a-na-ku/ma lá-áš-hu-ut um-ma a-ta-ma lá ta-ša-ha-at a-na mi-ni-a: a-na-ku ú-ša-zi-iz,To Aššur-idī from Aššur-nādā: With respect to my account you told me 10 times: Pay with my silver. And the day I left I said: Let me clear it. You answered: Do not clear it! For which of my affairs have I personally appointed someone to represent me?
larsen_sent::letter48_TC1_15::0001,ù ki-ma lu-mu-un li-bi₄-im a-ni-a-/tim ta-ša-pá-ra-am A-šúr ù dNIN.ŠUBUR li-tù-lá i-šu qá-tí-a ú-lá-qí-it-ma 3.5 ma-na 4 GÍN KÙ.BABBAR ṣa-ru-pá-am a-na ni-ip-lá-ti-a ša 16 ma-na.TA,"Also, instead of sending these angry messages, let Aššur and Ilabrat be my witnesses that I have scraped together what I had in my possession, and that I did pay 3.5 minas 4 shekels of refined silver for my balance payment, amounting to 16 minas each."
larsen_sent::letter49_LB_1231::0000,a-na A-šúr-i-dí qí-bi₄-ma um-ma A-šúr-na-da-ma 40 ma-na AN.NA ša 0.5 ma-na KÙ.BABBAR hu-ša-e: 'e'-li-a-tim ša 0.33333 ma-na KB <gap>-ú-tim 13.33333 ma-na <gap>.1 DUG ri-iš-tum 19 <gap> <gap> <gap> <gap> <gap>,"To Aššur-idī from Aššur-nādā: 40 minas of tin, representing 0.5 mina of scrap silver, top-packs for 0.33333 mina of silver <gap> 13.33333 minas <gap> 1 jar of first-class oil 19 <gap> <gap> ."
larsen_sent::letter49_LB_1231::0001,0.66666 ma-na 'mu-ṭá-e' <gap> iš-tù: AN.NA-ak qá-tim qám-ru 0.33333 ma-na: 1 GÍN AN.NA ta-na-pá-al 2 ma-na KÙ.BABBAR ša Zu-zu: ha-bu-lá-ku-ni 1 ma-na KÙ.BABBAR ša ta-˹ah-bu˺-lá-ni 5 GÍN KÙ.BABBAR šé-bu-ul-ta-kà 3 GÍN KÙ.BABBAR a-na um-mi-ni ù Pá-ru-<ur->tim ni-is-ha-sú DIRI ša-du-a-sú ša-bu-ú DUMU I-li-tú-ra-am na-aš-a-kum 1.33333 ma-na / 5 GÍN 'KÙ.BABBAR' En-um-Be-lúm DUMU Šu-Lá-ba-an<gap> šu-ma TÚG.HI.A: lá-qá-am<gap> ša-ma-ma: i-na <gap> / šé-bi₄-lam a-šu-mì ša<gap> áš-ta-na-pá-ra-ku-ni<gap> / ú-lá <gap>,"0.66666 mina losses <gap> after the tin for expenses has been spent, you will have to compensate 0.33333 mina 1 shekel of tin, 2 minas of silver which Zuzu owes to you, 1 mina of silver which you borrowed from me, 5 shekels of silver, your dispatch, 3 shekels of silver for our mother and Parrurtum, its import duty added, its transport tariff paid, Ili-tūrams son brings that to you; Ennam-Bēlum son of Šū-Laban <gap> 1.33333 mina 5 shekels of silver; <gap> if he [refuses] to take the textiles <gap> buy. In <gap> send me. Concerning what <gap> I keep writing to you about, <gap> do not <gap>"
larsen_sent::letter52_TC2_47::0000,um-ma A-šur-na-da-/ma a-na Ší-ša-ah-šu-/šar qí-bi-ma 55 ma-na Ì.KAL ša hu-zi-ri-im nu-hu-um ku-nu-ki-a ù na-ru-tum ša e-ru-bu dUTU-ba-ni na-aš-a-ki-im,"From Aššur-nādā to Šīšahšūšar: <gap> 55 minas of lard, a leather pouch under my seal, plus the narūtu-malt that has arrived, Šamaš-bāni is on his way to you with that."
larsen_sent::letter54_VS26_19::0000,um-ma A-šur-na-da-ma 'a-na' A-šur-ta-ak-/lá-ku ù Ši-ša-ah-šu-šar qí-bi-ma mì-šu ša um-ma a-tí-ma e-lá 20 na-ru-uq GIG ù 15 na-ru-uq še-im ša Ku-tù-bi₄-iš i-dí-na-ni mì-ma ša-ni-um lá-šu a-li 40 ma-na ni-ga-lu 2.5 ma-/na AN.NA ša a-na Ša-na-a Ì-lí-šar ù Hu-lu-/ba,From Aššur-nādā to Aššur-taklāku and Šišahšušar: <gap> Why is it that you say: Apart from 20 sacks of wheat and 15 sacks of barley that Kutubiš gave me there is nothing else ! Where are the 40 minas of sickles the 2.5 minas of tin which Ili-išar and Huluba brought to Šana?
larsen_sent::VS26_20::0001,e-sí: ù qá-nu-e ti-ša-a-ma ša GUD.HI.A ša-da-dim li-iš-du-du-nim ša a-ma-kam-ma ša ma-zi-re-e ma-lá-hi ù ha-ba-/ša-tim ša-mì,"Buy fire-wood and reeds, and have the oxen haul as much of what is there as they can; Buy malahum and habāšatum utensils for the mazīru tin."
larsen_sent::CCT3_9::0000,a-na A-lá-hi-im E-me-me ù A-šùr-ta-ak-lá-ku qí-bi-ma um-ma A-šùr-na-<da->-ma iš-tù: '11'? 0.33333 ma-na 5 GÍN <gap> KÙ.BABBAR qá-tí 7.33333 ma-na qá-tí a-bi₄-ni za-am-ru 18 ku-ta-ni 5 TÚG šu-ru-tum É kà-ri-im na-ad-a-ku-ma lá za-am-ru 10 ku-ta-ni ù 4 TÚG šu-ru-tim É wa-áb-/ri-ni e-zi-ib ŠÀ.BA 4 ku-ta-ni i-qá-tí Ù-ṣú-ur-ša-A-šur i-na-dí-/ú-ma KÙ.BABBAR a-qá-tim ša a-bi₄-ni i-tá-hi kà-ru-um i-dí-na-šu,"To Alāḫum, Ememe and Aššur-taklāku from Aššur-nādā: After my account and our fathers account had been recorded at 11.33333 minas 5 shekels and 7.33333 minas respectively, I have been booked for 18 kutānu-textiles and 5 black textiles in the colony office, but these were not recorded. 10 kutānu- textiles and 4 black textiles I left in our guest-house. Thereof they will deposit 4 kutānu-textiles on Uṣur-ša-Aššurs account, but the silver will be transferred to our fathers account. The colony has given it to me."
larsen_sent::CCT3_9::0002,<gap> URUDU <gap> GÍN 15? 0.5 ŠE KÙ.BABBAR <gap>-ší 2 ma-na KÙ.BABBAR ṣa-ru-pá-am qá-tí ┐ù¹ qá-tí a-bi₄-ni a-dí-ma ┐ù¹ 28.66666 ma-na 7.5 /GÍN ┐KB¹ ša ILLAT-at Pu-šu-ki-in 30 ma-na TA* ŠÍG.HI.A,"<gap> copper <gap> shekels 15.5 grains of silver <gap> I deposited 2 minas of refined silver on my account and on our fathers account, so that 28.66666 minas 7.5 shekels of silver is from Pūsu-kēns enterprise: at 30 minas wool."
larsen_sent::CCT3_9::0005,i-mì-ma a-nim 2.5 ma-na KÙ.BABBAR ┐ù¹ <gap> ṣí-ba-tí-šu ša A-zu ša-bi₄-a 20+<gap> ni-ga-li ù 2 ma-na <gap> ┐1 ma'-na a-na ú-tí-tim {<gap>} ša-dí-na,Have paid in full out of all this 2.5 minas of silver plus interest belonging to Azu. 20+ <gap> sickles plus 2 minas <gap> Have paid 1 mina for grain.
larsen_sent::31_CCT3_48a::0000,um-ma A-šur-i-dí-ma a-na A-šur-na-da qí-bi₄-ma ma-lá túp-pì-/im ša Šu-Ku-bi₄-im ša a-šu-mì šú-ha-ri-im KÙ.BABBAR ša tù-dì-/tí-im ha-bu-lu 8 GÍN KÙ.BABBAR ṣa-hi-ir-ma ší-tám i-na ú-/mì-im ša e-ra-ba-ni šá-áṣ-qí-il₅-šu-ma šé-bi₄-lam a-pu-/tum šá-áṣ-qí-il₅-šu,"From Aššur-idī to Aššur-nādā: In accordance with Šu-Kūbums tablet according to which on account of the servant he owes silver for a fibula, deduct 8 shekels of silver and make him pay the rest the very day he arrives, and send it to me. Please, make him pay."
larsen_sent::31_CCT3_48a::0001,I-dí-dUTU ṭur₄-da-nim,Send me Iddin-Šamaš.
larsen_sent::32_TC3_89::0000,um-ma A-šur-i-dí<ma> a-na A-šur-na-da Ì-lí-a-lim ù A-šur-ta-ak-lá-ku qí-bí₄-ma 12 ma-na KÙ.BABBAR DUMU A-lu-lá-a ha-bu-lam,"From Aššur-idī to Aššur-nādā, Ili-ālum and Aššur-taklāku: Alulayas son owes me 12 minas of silver."
larsen_sent::32_TC3_89::0001,ṣa-áb-ta-šu-ma KÙ.BABBAR ša-áš-qí-lá-šu,Seize him and make him pay the silver.
larsen_sent::32_TC3_89::0002,šu-ma lá-šu : a-šar wa-aš-bu : i-šú-ha-ri-a šù-up-ra-šu-ma KÙ.BABBAR lu-ša-áš-qí-il₅-šu,"If he is absent, then write to him by means of one of my servants to where he is staying, so he can make him pay the silver."
larsen_sent::32_TC3_89::0003,šu-ma ú-mu-šu a-hu-ru ma-lá ta-ar-ki-is-tí-/šu KÙ.BABBAR li-ik-nu-uk,"If his term is not up yet, then have him seal the silver in accordance with his contract."
larsen_sent::32_TC3_89::0004,a-na ša ki-ma šu-a-tí ù i-a-tí lu-šé-bi₄-lá-ma ší-ma-am lu ni-iš-am-šu,"Let him send it to his representatives and to me, so we can purchase goods for him."
larsen_sent::33_CCT3_3b::0000,um-ma A-šur-i-dí-ma a-na A-šur-na-da Ì-lí-a-lim ù A-šur-ta/ak-la-ku qí-bí-ma mi-šu ša a-hu-ku-nu iš-tù 2 ša-na-at ma-ar-šu-ma ù ta-ta/kà-la-šu-ni,"From Aššur-idī to Aššur-nādā, Ili-ālum and Aššur-taklāku: How come that your brother has been ill for 2 years now, but you have held him back?"
larsen_sent::33_CCT3_3b::0001,a-pu-tum i-nu-mi-im ša tùp-pá-/am ta-ša-me-a-ni šù-pu-ra-ma li-tal-kam,"Please, on the very day you hear this letter you must write and let him come."
larsen_sent::33_CCT3_3b::0002,20 ma-na KÙ.BABBAR Ì-lí-a-lúm li-ik-nu-kam ù 8 ma-na KÙ.BABBAR a-ha-ma ša ma-na-ah-tí É?-tim ša ha-bu-lu,Have Ili-ālum seal 20 minas of silver for me and let him send me furthermore the 8 minas of silver that he owes on the maintenance of the house.
larsen_sent::33_CCT3_3b::0003,lu-šé-bi₄-lam ù A-šur-/na-da ma-la i-kà-šu-du li-ik-nu-uk-ma lu-šé-bi₄-lam i-na,Have also Aššur-nādā seal as much as he makes and send it to me.
larsen_sent::33_CCT3_3b::0004,pá-ni-im-ma a-li-ki-/im A-šur-ta-ak-la-ku,Send Aššur-taklāku with the very first travelers.
larsen_sent::33_CCT3_3b::0005,ṭur₄-da-nim i-da-áš-e Ì-lí-a-lúm lu-úš-a-am,Let Ili-ālum leave in the spring.
larsen_sent::33_CCT3_3b::0006,a-na A-šur-na-da qí-bí-ma 11 ma-na AN.NA ša A-la-hi-im i-ma-ṣa-ar-tim,To Aššur-nādā: Your forgot 11 minas of tin belonging to Alāhum in the safe when you left.
larsen_sent::33_CCT3_3b::0007,tám-ší-ma té-zi-ib KI a-li-ki,We shall send it with travelers.
larsen_sent::33_CCT3_3b::0008,nu-šé-ba-la-šu 40+<gap> ma-na «AN.NA» AN.NA ù 0.66666 ma-na KÙ.BABBAR <gap> im ki-ma 10 ma-na AN.NA a-qá-<tí->a,40+[ <gap> minas of] tin and 0.66666 minas of silver <gap> instead of 10 minas of tin for my share.
larsen_sent::letter41_TC3_87::0000,um-ma A-šùr-i-dí a-na Ì-li-a-lim A-šùr-ta-ak-lá-ku qí-bi₄-ma a-na Ì-li-a-lim qí-bi₄-ma ši-ni-šu wa-dí té-pu-ša-ni a-ni ta-áś-li-/ša-ni,"From Aššur-idī to Ilī-ālum and Aššur-taklāku; to Ilī-ālum: You know, twice you did this to me; now you have done it a third time!"
larsen_sent::letter41_TC3_87::0001,be-el-kà ta-áp-lá-ah-ma KÙ.BABBAR lá <tù->šé-bi₄-lá-am a-li-ku,Did you respect your lord when you did not send me the silver?
larsen_sent::letter41_TC3_87::0002,a-dí ši-ni-šu i-li-ku-ni-/ma ú-lá ta-al-qé-ma 10 ma-na KÙ.BABBAR lá <tù->šé-bi₄-lam,"Travelers have come here at least twice, but you had acquired nothing and you have not sent me the 10 minas of silver."
larsen_sent::letter41_TC3_87::0003,ša 1 ma-na.TA ù 0.5 ma-na wa-ar-ki-a i-ṣá-hu-ru,For every mina or half mina they prowl around me.
larsen_sent::letter41_TC3_87::0004,a-ma<-kam> Ú-šú-ur-ša-A-šur,Ask Usur-ša-Aššur there!
larsen_sent::letter41_TC3_87::0005,ša-il₅ a-pu-tum i-na a-li-ki-im ší-ti KÙ.BABBAR-pì-a,"Please, send the rest of my silver with the caravan!"
larsen_sent::letter41_TC3_87::0006,šé-bi₄-lam 40 ma-na-e-em A-šur li-tù-ul ṣi-ib-tám lá a-ga-mi-lu-kà ša iš-tù ITI.KAM Ma-hu-ur-DINGIR li-mu-um I-di-A-šur DUMU Ku-bi-dí lu-qú-tám ša šé-pí-/kà za-ki-ma tí-ib-a-ma,"With respect to the 40 minas— I take divine Aššur as witness that I shall not make any concessions to you regarding interest, which runs from the month Mahur-ilī, eponymy Iddin-Aššur, the son of Kubī-idī. Clear the goods from your own caravan, set out and come here."
larsen_sent::letter41_TC3_87::0007,a-tal-kam ù A-šur-ta-ak-lá-ku lu-qú-šú lu-za-ki-ma li-it-bi₄-a-ma li-tal-kam a-na ha-ar-pè,"Also, Aššur-taklāku must clear his goods, set out and come here —before harvest."
larsen_sent::letter42_TC1_47::0000,um-ma A-šùr-i-dí-ma a-na A-šur-ta-ak-lá-ku qí-bi₄-ma 3 TÚG ra-qá-tum 2 TÚG ší-li-ip-ki-ú 4 TÚG ta-ku-uš-ta-ú 2 TÚG lu-bu-šu ŠUNIGIN¹ 11 TÚG.HI.A 1 ma-na 0.83333 GÍN KÙ.BABBAR,"From Aššur-idī to Aššur-taklāku; 3 thin textiles, 2 šilipkū-textiles, 4 takuštāu-textiles, 2 garments—in all 11 textiles, cost 1 mina 0.83333 shekel of silver."
larsen_sent::letter42_TC1_47::0001,it-bu-lu 0.5 GÍN wa-ší-tum,0.5 shekel: export duty.
larsen_sent::letter42_TC1_47::0002,0.33333 GÍN ši-im na-ru-qí-im,0.33333 shekel: the price of a sack.
larsen_sent::letter42_TC1_47::0003,2 ma-na AN.NA a-na qá-tí-šu 17 GÍN.TA KÙ.BABBAR-áp-šu 7 GÍN,"2 minas of tin at his disposal—at the rate 17 to 1, in silver 7 shekels."
larsen_sent::letter42_TC1_47::0004,GUŠKIN-kà lá ta-dí-in,Your gold was not sold.
larsen_sent::letter42_TC1_47::0005,<um-ma> a-ta-ma iš-tù wa-ar-ki-ú-tim ú-šé-ba-lá-kum GUŠKIN lu ša ma-i-šu lu ku-bu-ur-ši-nu-um ma-ma-an i-na ba-ri-ku-nu lá ú-šé-ba-lá-am šu-ma GUŠKIN pá-ša-lúm SIG₅ šé-bi₄-lá-nim mi-ma,"You said: I shall send it to you as soon as possible. Noone among you should send me any alluvial gold or any kuburšinnu-gold; if the pašallu-gold is of good quality, then send me some."
larsen_sent::letter42_TC1_47::0006,a-nim ⁶UTU-ba-ni ù DINGIR-šu-ra-bi₄ na-aš-ú-ni-ku-nu-ti,All this Šamaš-bāni and Ilšu-rabi are bringing to you.
larsen_sent::letter42_TC1_47::0007,lu-qú-tám ša a-dí-na-ku-ni ù lu-qú-ut 1 GÚ-tim a-ni-tim za-ki-a-ma tí-ib-a-ma a-tal-kam,"As to the goods which I gave to you and the goods from this one load, clear it, set out and come here."
larsen_sent::letter43_KTS1_2b::0000,um-ma A-šùr-i-dí-ma a-na A-šur-ta-ak-lá-ku qí-bi₄-ma a-ni-kà-ši-a i-na a-li-ki-im tí-ir-ta-kà a-na a-hi-kà li-li-ik-ma ša-zi-za,"From Aššur-idī to Aššur-taklāku: With respect to my account, send word to your brothers with the travelers to make them stand ."
larsen_sent::letter43_KTS1_2b::0001,a-šú-mi KÙ.BABBAR 1 GÍN ša a-dí-na-ku-ni lu ša um-mì-kà a-dí-na-ku-ni me-eh-ra-tim a-na um-mì-kà a-dí-in KÙ.BABBAR a-na i-a-im,"Concerning the silver I gave you, every shekel, as well as what I gave to you of your mothers, I have given a corresponding amount to your mother."
larsen_sent::letter43_KTS1_2b::0002,i-tù-ar šu-ma kà-ru-um i-ṣa-ni-kà,The silver has now become mine.
larsen_sent::letter43_KTS1_2b::0003,um-ma a-ta-ma KÙ.BABBAR a-šú-mi a-bi₄-a-ma ù-ša-ab-ša-al ma-ma-an lá ta-za-kà-ar ú ša-du-a-tám lá ta-na-dí šu-ma ú-ša-az-ku-ru-kà,"If the colony puts pressure on you, just say: I shall deal with the silver on behalf of my father. Do not mention anybodys name, and do not deposit any transport tariff."
larsen_sent::letter43_KTS1_2b::0004,zu-ku-ur ú i-na né-mì-lim ú-lá ta-kál,"If they force you to mention , then do so, but you will not share in the profit."
"larsen_sent::TC_3,_93::0010",ù a-wa-at i-lí iš-té-me li-ba-kà lá ú-lá-mì-in,He cannot have made you angry. <gap>
